,title,author,date
479,"To Stir Discord in 2016, Russians Turned Most Often to Facebook - The New York Times",Sheera Frenkel,2018-02-17
476,"Russian Trolls Were Sloppy, but Indictment Still ‘Points at the Kremlin’ - The New York Times",Neil MacFarquhar,2018-02-17
474,Trump’s Conspicuous Silence Leaves a Struggle Against Russia Without a Leader - The New York Times,Peter Baker,2018-02-17
475,"To Stir Discord in 2016, Russians Turned Most Often to Facebook - The New York Times",Sheera Frenkel,2018-02-17
487,Inside the Russian Troll Factory: Zombies and a Breakneck Pace - The New York Times,Neil MacFarquhar,2018-02-18
486,How Unwitting Americans Encountered Russian Operatives Online - The New York Times,Scott Shane,2018-02-18
484,How Unwitting Americans Encountered Russian Operatives Online - The New York Times,Scott Shane,2018-02-18
483,"Trump Falsely Claims, ‘I Never Said Russia Did Not Meddle’ - The New York Times",Linda Qiu,2018-02-18
485,"Tools of Trump’s Fixer: Payouts, Intimidation and the Tabloids - The New York Times",Jim Rutenberg,2018-02-18
481,Trump’s Evolution From Relief to Fury Over the Russia Indictment - The New York Times,Katie Rogers,2018-02-18
480,When Calling an Uber Can Pay Off for Cities and States - The New York Times,Winnie Hu,2018-02-18
482,Russian Meddling Was a Drop in an Ocean of American-Made Discord - The New York Times,Amanda Taub,2018-02-18
493,How Banks Could Control Gun Sales if Washington Won’t - The New York Times,Andrew Ross Sorkin,2018-02-19
488,"After Florida School Shooting, Russian ‘Bot’ Army Pounced - The New York Times",Sheera Frenkel,2018-02-19
489,"In Ukraine, Corruption Is Now Undermining the Military - The New York Times",Andrew Higgins,2018-02-19
490,"As Some Got Free Health Care, Gwen Got Squeezed: An Obamacare Dilemma - The New York Times",Abby Goodnough,2018-02-19
501,Right-Wing Media Uses Parkland Shooting as Conspiracy Fodder - The New York Times,Michael M. Grynbaum,2018-02-20
497,"Netanyahu Peril Grows, as Trusted Aide Agrees to Testify - The New York Times",David M. Halbfinger,2018-02-20
505,"Poland’s Nationalism Threatens Europe’s Values, and Cohesion - The New York Times",Steven Erlanger,2018-02-20
496,"With Grief and Hope, Florida Students Take Gun Control Fight On the Road - The New York Times",Julie Turkewitz,2018-02-20
492,"Is Israel a Model When It Comes to Guns, as Mike Huckabee Says? - The New York Times",Isabel Kershner,2018-02-20
494,Trump Moves to Regulate ‘Bump Stock’ Devices - The New York Times,Michael D. Shear,2018-02-20
495,Syrian Bombardment Takes Its Deadliest Toll in Years - The New York Times,Anne Barnard,2018-02-20
491,Trump Moves to Regulate ‘Bump Stock’ Devices - The New York Times,Michael D. Shear,2018-02-20
498,Parents and Students Plead With Trump: ‘How Many Children Have to Get Shot?’ - The New York Times,Julie Hirschfeld Davis,2018-02-21
499,Florida Students Began With Optimism. Then They Spoke to Lawmakers. - The New York Times,Julie Turkewitz,2018-02-21
500,Florida Republicans Face Mounting Pressure to Act on Gun Control - The New York Times,Julie Turkewitz,2018-02-21
502,Parents and Students Plead With Trump: ‘How Many Children Have to Get Shot?’ - The New York Times,Julie Hirschfeld Davis,2018-02-21
503,Florida Republicans Face Mounting Pressure to Act on Gun Control - The New York Times,Julie Turkewitz,2018-02-21
504,Trump’s Republican Critics Find a Sudden Need for His Support - The New York Times,Jonathan Martin,2018-02-21
509,11 of the Most Dramatic Moments in a Day of Confrontation Over Guns - The New York Times,Matthew Haag,2018-02-21
510,Trump Suggests Teachers Get a ‘Bit of a Bonus’ to Carry Guns - The New York Times,Julie Hirschfeld Davis,2018-02-22
508,Should Teachers Carry Guns? Are Metal Detectors Helpful? What Experts Say - The New York Times,Anemona Hartocollis,2018-02-22
512,"As Gunman Rampaged Through Florida School, Armed Deputy ‘Never Went In’ - The New York Times",Alan Blinder,2018-02-22
506,Trump Suggests Teachers Get a ‘Bit of a Bonus’ to Carry Guns - The New York Times,Julie Hirschfeld Davis,2018-02-22
507,"N.R.A. Chief, Wayne LaPierre, Offers Fierce Defense of 2nd Amendment - The New York Times",Jeremy W. Peters,2018-02-22
511,Mueller Files New Fraud Charges Against Paul Manafort and Rick Gates - The New York Times,Michael S. Schmidt,2018-02-22
513,"Rick Gates, Trump Campaign Aide, Pleads Guilty in Mueller Inquiry and Will Cooperate - The New York Times",Mark Mazzetti,2018-02-23
515,"Defying N.R.A., Florida Lawmakers Back Raising Age Limits on Assault Rifles - The New York Times",Patricia Mazzei,2018-02-23
516,"Defying N.R.A., Florida Lawmakers Back Raising Age Limits on Assault Rifles - The New York Times",Patricia Mazzei,2018-02-23
517,"2 Weeks After Trump Blocked It, Democrats’ Rebuttal of G.O.P. Memo Is Released - The New York Times",Nicholas Fandos,2018-02-24
518,"The True Source of the N.R.A.’s Clout: Mobilization, Not Donations - The New York Times",Eric Lipton,2018-02-24
520,"In Spite of Executive Order, Cuomo Takes Campaign Money From State Appointees - The New York Times",Shane Goldmacher,2018-02-24
522,5 Takeaways From the Release of the Democratic Memo - The New York Times,Charlie Savage,2018-02-24
519,Mueller Is Gaining Steam. Should Trump Worry? - The New York Times,Peter Baker,2018-02-24
521,China Moves to Let Xi Stay in Power by Abolishing Term Limit - The New York Times,Chris Buckley,2018-02-25
523,Is This the Moment for Gun Control? A Gridlocked Congress Is Under Pressure - The New York Times,Sheryl Gay Stolberg,2018-02-25
524,"At French Outpost in African Migrant Hub, Asylum for a Select Few - The New York Times",Adam Nossiter,2018-02-25
525,"Behind a Key Anti-Labor Case, a Web of Conservative Donors - The New York Times",Noam Scheiber,2018-02-25
533,Rewrite Iran Deal? Europeans Offer a Different Solution: A New Chapter - The New York Times,Mark Landler,2018-02-26
532,"With Xi’s Power Grab, China Joins New Era of Strongmen - The New York Times",Steven Lee Myers,2018-02-26
531,Trump Says He Would Have Rushed in Unarmed to Stop School Shooting - The New York Times,Michael D. Shear,2018-02-26
530,Supreme Court Turns Down Trump’s Appeal in ‘Dreamers’ Case - The New York Times,Adam Liptak,2018-02-26
529,"With Xi’s Power Grab, China Joins New Era of Strongmen - The New York Times",Steven Lee Myers,2018-02-26
527,"Civil Rights Act Protects Gay Workers, Appeals Court Rules - The New York Times",Alan Feuer,2018-02-26
526,Supreme Court Turns Down Trump’s Appeal in ‘Dreamers’ Case - The New York Times,Adam Liptak,2018-02-26
528,"Trump’s Tax Cuts in Hand, Companies Spend More on Themselves Than on Wages - The New York Times",Matt Phillips,2018-02-26
534,Jared Kushner’s Security Clearance Downgraded - The New York Times,Michael D. Shear,2018-02-27
536,U.N. Links North Korea to Syria’s Chemical Weapons Program - The New York Times,Michael Schwirtz,2018-02-27
537,"Trump Opens Door, Just Slightly, to Talking With North Korea - The New York Times",Motoko Rich,2018-02-27
538,Trump Calls Sessions’s Handling of Surveillance Abuse Allegations ‘Disgraceful’ - The New York Times,Peter Baker,2018-02-28
539,Kushner’s Family Business Received Loans After White House Meetings - The New York Times,Jesse Drucker,2018-02-28
540,Trump Stuns Lawmakers With Seeming Embrace of Comprehensive Gun Control - The New York Times,Michael D. Shear,2018-02-28
541,"Scared but Resilient, Stoneman Douglas Students Return to Class - The New York Times",Jack Healy,2018-02-28
549,Trump Wants to Arm Teachers. These Schools Already Do. - The New York Times,Erica L. Green,2018-03-01
548,Putin’s ‘Invincible’ Missile Is Aimed at U.S. Vulnerabilities - The New York Times,Neil MacFarquhar,2018-03-01
547,Trump’s Chaos Theory for the Oval Office Is Taking Its Toll - The New York Times,Mark Landler,2018-03-01
545,Senate Intelligence Leaders Say House G.O.P. Leaked a Senator’s Texts - The New York Times,Nicholas Fandos,2018-03-01
546,Trump to Impose Sweeping Steel and Aluminum Tariffs - The New York Times,Ana Swanson,2018-03-01
543,Stocks Drop as Trump’s Tariffs Rattle Markets - The New York Times,Matt Phillips,2018-03-01
542,Trump to Impose Sweeping Steel and Aluminum Tariffs - The New York Times,Ana Swanson,2018-03-01
544,The Real Risks of Trump’s Steel and Aluminum Tariffs - The New York Times,Neil Irwin,2018-03-01
560,Trump’s Tariffs Prompt Global Threats of Retaliation - The New York Times,Ana Swanson,2018-03-02
557,"Anatomy of a School Lockdown: A Threat, Then the Anxious Wait - The New York Times",Julie Bosman,2018-03-02
556,China Presses Its Internet Censorship Efforts Across the Globe - The New York Times,Paul Mozur,2018-03-02
555,Trump’s Tariffs Prompt Global Threats of Retaliation - The New York Times,Ana Swanson,2018-03-02
554,Trump’s Steel Tariffs Raise Fears of a Damaging Trade War - The New York Times,Jim Tankersley,2018-03-02
552,"Wall St., Rattled by Fears of Trade War, Has Rocky Open Before Gaining Ground - The New York Times",Chad Bray,2018-03-02
551,E.U. Leader Threatens to Retaliate With Tariffs on Bourbon and Bluejeans - The New York Times,Melissa Eddy,2018-03-02
550,Trump Calls Trade Wars ‘Good’ and ‘Easy to Win’ - The New York Times,Ana Swanson,2018-03-02
575,Trump Steel Tariffs: How They May Threaten Allies and Economic Growth - The New York Times,Niraj Chokshi,2018-03-02
553,"Trump Embraces a Trade War, Which Could Undermine Growth - The New York Times",Jim Tankersley,2018-03-02
566,Mueller’s Focus on Adviser to Emirates Suggests Broader Investigation - The New York Times,Mark Mazzetti,2018-03-03
565,"Once Banned, Now Loved and Loathed: How the AR-15 Became ‘America’s Rifle’ - The New York Times",Ali Watkins,2018-03-03
568,"Thugs, Leeches, Shouting and Shoving at Trump Hotel in Panama - The New York Times",Kirk Semple,2018-03-03
564,"A ‘Bright Light,’ Dimmed in the Shadows of Homelessness - The New York Times",Benjamin Weiser,2018-03-03
561,Beijing’s Initial Reaction to Metals Tariffs? Cautious - The New York Times,Keith Bradsher,2018-03-03
562,Mueller’s Focus on Adviser to Emirates Suggests Broader Investigation - The New York Times,Mark Mazzetti,2018-03-03
558,Trump’s Tariff Plan Leaves Blue-Collar Winners and Losers - The New York Times,Natalie Kitroeff,2018-03-03
563,Trump’s Tariff Plan Leaves Blue-Collar Winners and Losers - The New York Times,Natalie Kitroeff,2018-03-03
559,"Escalating Trade Fight, Trump Threatens Higher Taxes on European Cars - The New York Times",Emily Cochrane,2018-03-03
567,State Dept. Was Granted $120 Million to Fight Russian Meddling. It Has Spent $0. - The New York Times,Gardiner Harris,2018-03-04
569,Europe Once Saw Xi Jinping as a Hedge Against Trump. Not Anymore. - The New York Times,Steven Erlanger,2018-03-04
570,"As Primaries Begin, Divided Voters Weigh What It Means to Be a Democrat - The New York Times",Jonathan Martin,2018-03-04
571,"In Italy Election, Anti-E.U. Views Pay Off for Far Right and Populists - The New York Times",Jason Horowitz,2018-03-04
572,School Officer: A Job With Many Roles and One Big Responsibility - The New York Times,Stephanie Saul,2018-03-04
583,Trump Reaffirms Commitment to Tariffs but Opens Door to Compromise - The New York Times,Ana Swanson,2018-03-05
581,"Trying Again, de Blasio Names a New Schools Chancellor - The New York Times",William Neuman,2018-03-05
579,Trump’s Hopes of Being the ‘Neutral Guy’ in the Mideast Seem Long Gone - The New York Times,Peter Baker,2018-03-05
578,Trump Reaffirms Commitment to Tariffs but Opens Door to Compromise - The New York Times,Ana Swanson,2018-03-05
580,"Behind Public Persona, the Real Xi Jinping Is a Guarded Secret - The New York Times",Steven Lee Myers,2018-03-05
576,A Russian Threat on Two Fronts Meets an American Strategic Void - The New York Times,David E. Sanger,2018-03-05
574,Ryan Criticizes Tariff Plan as Trump Issues Nafta Threat - The New York Times,Ana Swanson,2018-03-05
573,Ben Carson of HUD on His Vexing Reign: Brain Surgery Was Easier Than This - The New York Times,Glenn Thrush,2018-03-05
577,Escort Says Audio Recordings Show Russian Meddling in U.S. Election - The New York Times,Richard C. Paddock,2018-03-05
591,President Trump’s Exaggerated and Misleading Claims on Trade - The New York Times,Linda Qiu,2018-03-06
589,Adviser to Emirates With Ties to Trump Aides Is Cooperating With Special Counsel - The New York Times,Mark Mazzetti,2018-03-06
588,Gary Cohn Says He Will Resign as Trump’s Top Economic Adviser - The New York Times,Kate Kelly,2018-03-06
587,"On North Korea, Trump Finds Himself in Same Position as His Predecessors - The New York Times",Mark Landler,2018-03-06
586,"Raising Hopes, North Korea Offers to Talk About Its Nuclear Arsenal - The New York Times",Choe Sang-Hun,2018-03-06
584,"No Chaos in White House, Trump Says, ‘Only Great Energy’ - The New York Times",Eileen Sullivan,2018-03-06
582,Gary Cohn Says He Will Resign as Trump’s Top Economic Adviser - The New York Times,Kate Kelly,2018-03-06
585,"North Korea Signals Willingness to ‘Denuclearize,’ South Says - The New York Times",Choe Sang-Hun,2018-03-06
593,Cohn’s Departure Widens Policy Rift Between Party and President - The New York Times,Ana Swanson,2018-03-07
590,Trump Prepares to Formalize Tariffs but Floats Exemptions - The New York Times,Ana Swanson,2018-03-07
595,Sessions Targets California Immigrants Using a Ruling That Protected Them - The New York Times,Adam Liptak,2018-03-07
592,E.U. Pledges to Fight Back on Trump Tariffs as Trade War Looms - The New York Times,Milan Schreuer,2018-03-07
594,Trump Lawyer Obtained Restraining Order to Silence Stormy Daniels - The New York Times,Jim Rutenberg,2018-03-07
597,How an Obits Project on Overlooked Women Was Born - The New York Times,Amisha Padnani,2018-03-08
596,From the Death Desk: Why Most Obituaries Are Still of White Men - The New York Times,William McDonald,2018-03-08
598,Planning Begins for Kim Jong-un Meeting Some Trump Aides Believe Will Never Happen - The New York Times,Mark Landler,2018-03-09
599,How Would U.S. Verify That North Korea Is Disarming? - The New York Times,David E. Sanger,2018-03-09
600,"Florida Governor Signs Gun Limits Into Law, Breaking With the N.R.A. - The New York Times",Patricia Mazzei,2018-03-09
601,A Quiet Exodus: Why Black Worshipers Are Leaving White Evangelical Churches - The New York Times,Campbell Robertson,2018-03-09
602,Planning Begins for Kim Jong-un Meeting Some Trump Aides Believe Will Never Happen - The New York Times,Mark Landler,2018-03-09
603," Trump and Kim Jong-un, and the Names They’ve Called Each Other - The New York Times",Matt Stevens,2018-03-09
604,Road to Talks Between the U.S. and North Korea Has Been Bumpy - The New York Times,Austin Ramzy,2018-03-09
605,7 Big Things to Understand About Trump’s Talks With North Korea - The New York Times,Max Fisher,2018-03-09
607,Summits of Adversaries: They Haven’t Always Worked Out So Well - The New York Times,Megan Specia,2018-03-10
615,Stormy Daniels Offers to Return Payment to End Deal for Her Silence - The New York Times,Jim Rutenberg,2018-03-12
614,"Despite Mueller’s Push, House Republicans Declare No Evidence of Collusion - The New York Times",Nicholas Fandos,2018-03-12
